,path,index,x,y,v
201,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_201.png,201,400,200,36.0
202,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_202.png,202,615,375,43.0
203,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_203.png,203,826,269,40.0
204,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_204.png,204,826,271,36.0
205,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_205.png,205,404,201,37.0
206,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_206.png,206,400,202,36.0
207,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_207.png,207,400,202,35.0
208,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_208.png,208,400,200,39.0
209,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_209.png,209,400,199,39.0
210,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_210.png,210,826,270,37.0
211,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_211.png,211,400,199,35.0
212,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_212.png,212,400,199,37.0
213,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_213.png,213,825,270,35.0
214,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_214.png,214,400,200,36.0
215,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_215.png,215,400,200,36.0
216,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_216.png,216,400,203,35.0
217,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_217.png,217,400,199,37.0
218,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_218.png,218,827,280,37.0
219,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_219.png,219,400,201,37.0
220,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_220.png,220,400,201,36.0
221,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_221.png,221,826,269,34.0
222,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_222.png,222,680,155,41.0
223,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_223.png,223,400,200,36.0
224,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_224.png,224,677,151,241.0
225,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_225.png,225,687,174,203.0
226,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_226.png,226,400,199,37.0
227,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_227.png,227,701,223,243.0
228,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_228.png,228,400,203,39.0
229,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_229.png,229,400,196,36.0
230,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_230.png,230,826,270,37.0
231,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_231.png,231,406,202,37.0
232,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_232.png,232,825,269,37.0
233,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_233.png,233,400,201,34.0
234,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_234.png,234,400,198,39.0
235,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_235.png,235,828,225,38.0
236,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_236.png,236,825,270,37.0
237,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_237.png,237,404,201,35.0
238,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_238.png,238,734,488,48.0
239,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_239.png,239,405,200,36.0
240,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_240.png,240,737,644,48.0
241,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_241.png,241,755,638,43.0
242,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_242.png,242,771,552,205.0
243,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_243.png,243,779,650,174.0
244,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_244.png,244,787,538,185.0
245,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_245.png,245,400,200,37.0
246,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_246.png,246,785,486,234.0
247,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_247.png,247,783,461,248.0
248,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_248.png,248,400,198,38.0
249,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_249.png,249,777,409,243.0
250,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_250.png,250,769,385,81.0
251,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_251.png,251,765,359,237.0
252,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_252.png,252,400,200,38.0
253,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_253.png,253,400,199,36.0
254,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_254.png,254,746,285,246.0
255,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_255.png,255,400,201,38.0
256,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_256.png,256,731,235,208.0
257,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_257.png,257,723,210,249.0
258,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_258.png,258,711,187,243.0
259,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_259.png,259,826,270,37.0
260,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_260.png,260,682,143,197.0
261,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_261.png,261,689,151,228.0
262,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_262.png,262,706,174,85.0
263,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_263.png,263,715,193,212.0
264,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_264.png,264,725,217,246.0
265,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_265.png,265,826,269,38.0
266,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_266.png,266,400,202,36.0
267,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_267.png,267,751,293,172.0
268,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_268.png,268,759,319,232.0
269,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_269.png,269,766,346,253.0
270,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_270.png,270,768,374,253.0
271,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_271.png,271,772,402,253.0
272,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_272.png,272,400,201,38.0
273,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_273.png,273,781,457,154.0
274,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_274.png,274,783,484,65.0
275,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_275.png,275,783,513,253.0
276,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_276.png,276,400,199,35.0
277,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_277.png,277,751,527,55.0
278,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_278.png,278,727,526,98.0
279,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_279.png,279,707,521,246.0
280,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_280.png,280,705,493,252.0
281,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_281.png,281,709,463,240.0
282,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_282.png,282,712,433,230.0
283,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_283.png,283,711,403,198.0
284,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_284.png,284,710,373,242.0
285,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_285.png,285,710,345,233.0
286,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_286.png,286,709,316,247.0
287,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_287.png,287,703,289,239.0
288,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_288.png,288,696,263,205.0
289,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_289.png,289,400,196,35.0
290,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_290.png,290,686,217,223.0
291,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_291.png,291,682,195,252.0
292,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_292.png,292,681,177,73.0
293,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_293.png,293,675,153,91.0
294,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_294.png,294,680,138,38.0
295,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_295.png,295,657,147,251.0
296,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_296.png,296,400,201,36.0
297,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_297.png,297,647,189,139.0
298,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_298.png,298,645,211,185.0
299,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_299.png,299,641,235,174.0
300,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_300.png,300,639,263,165.0
301,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_301.png,301,638,288,253.0
302,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_302.png,302,826,272,35.0
303,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_303.png,303,634,345,201.0
304,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_304.png,304,633,375,254.0
305,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_305.png,305,632,404,246.0
306,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_306.png,306,631,433,252.0
307,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_307.png,307,632,466,53.0
308,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_308.png,308,633,492,221.0
309,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_309.png,309,635,523,122.0
310,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_310.png,310,635,553,75.0
311,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_311.png,311,619,573,249.0
312,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_312.png,312,595,695,95.0
313,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_313.png,313,579,547,71.0
314,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_314.png,314,569,523,244.0
315,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_315.png,315,559,497,189.0
316,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_316.png,316,562,471,253.0
317,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_317.png,317,564,442,217.0
318,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_318.png,318,568,415,167.0
319,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_319.png,319,573,387,253.0
320,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_320.png,320,578,359,254.0
321,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_321.png,321,826,276,37.0
322,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_322.png,322,593,305,250.0
323,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_323.png,323,827,277,36.0
324,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_324.png,324,609,254,188.0
325,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_325.png,325,615,228,238.0
326,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_326.png,326,626,205,250.0
327,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_327.png,327,636,182,74.0
328,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_328.png,328,647,161,148.0
329,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_329.png,329,658,141,201.0
330,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_330.png,330,646,160,70.0
331,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_331.png,331,635,183,214.0
332,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_332.png,332,623,208,115.0
333,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_333.png,333,400,199,38.0
334,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_334.png,334,601,255,142.0
335,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_335.png,335,595,281,74.0
336,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_336.png,336,588,307,187.0
337,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_337.png,337,826,270,36.0
338,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_338.png,338,576,359,253.0
339,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_339.png,339,572,385,246.0
340,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_340.png,340,567,411,206.0
341,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_341.png,341,400,198,37.0
342,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_342.png,342,559,461,158.0
343,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_343.png,343,400,202,36.0
344,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_344.png,344,400,201,37.0
345,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_345.png,345,825,267,38.0
346,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_346.png,346,577,429,245.0
347,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_347.png,347,829,226,37.0
348,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_348.png,348,582,381,253.0
349,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_349.png,349,586,355,158.0
350,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_350.png,350,400,200,37.0
351,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_351.png,351,598,306,163.0
352,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_352.png,352,400,200,37.0
353,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_353.png,353,613,257,107.0
354,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_354.png,354,826,272,38.0
355,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_355.png,355,826,280,36.0
356,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_356.png,356,826,272,37.0
357,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_357.png,357,649,159,244.0
358,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_358.png,358,827,272,36.0
359,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_359.png,359,829,221,36.0
360,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_360.png,360,672,187,63.0
361,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_361.png,361,675,210,67.0
362,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_362.png,362,673,235,192.0
363,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_363.png,363,670,259,110.0
364,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_364.png,364,824,268,35.0
365,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_365.png,365,827,283,36.0
366,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_366.png,366,825,282,35.0
367,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_367.png,367,403,199,37.0
368,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_368.png,368,400,201,39.0
369,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_369.png,369,827,276,35.0
370,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_370.png,370,827,237,36.0
371,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_371.png,371,400,200,39.0
372,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_372.png,372,400,198,37.0
373,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_373.png,373,825,270,37.0
374,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_374.png,374,403,201,36.0
375,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_375.png,375,826,269,34.0
376,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_376.png,376,402,200,36.0
377,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_377.png,377,400,201,34.0
378,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_378.png,378,400,202,35.0
379,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_379.png,379,400,197,36.0
380,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_380.png,380,400,200,36.0
381,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_381.png,381,826,272,37.0
382,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_382.png,382,826,272,37.0
383,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_383.png,383,400,197,34.0
384,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_384.png,384,683,189,228.0
385,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_385.png,385,680,163,43.0
386,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_386.png,386,411,203,38.0
387,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_387.png,387,683,157,217.0
388,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_388.png,388,692,179,228.0
389,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_389.png,389,701,201,252.0
390,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_390.png,390,711,223,253.0
391,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_391.png,391,722,246,217.0
392,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_392.png,392,731,270,148.0
393,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_393.png,393,825,269,36.0
394,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_394.png,394,743,324,226.0
395,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_395.png,395,749,352,250.0
396,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_396.png,396,755,379,254.0
397,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_397.png,397,761,407,253.0
398,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_398.png,398,767,435,252.0
399,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/3/img_399.png,399,765,463,223.0
